iter	RMSE
710	48.99347535
711	48.88436478
712	48.82851793
713	48.71491577
714	48.57137923
715	48.50331594
716	48.33622355
717	48.32452332
718	48.31859568
719	48.2994088
720	48.23135085
721	48.22505691
722	48.05466264
723	47.9180741
724	47.82122077
725	47.66209063
726	47.5944275
727	47.54676545
728	47.53665853
729	47.34624296
730	47.28725891
731	47.12561743
732	47.03053247
733	46.85887553
734	46.80207308
735	46.63496584
736	46.62632869
737	46.57090373
738	46.51708642
739	46.47640535
740	46.36979431
741	46.31651333
742	46.24943089
743	46.21959231
744	46.07388191
745	45.93207113
746	45.92702259
747	45.88191759
748	45.75461722
749	45.69103727
750	45.65082248
751	45.59261066
752	45.48306302
753	45.47233726
754	45.42709748
755	45.36759353
756	45.23441154
757	45.19935862
758	45.07995368
759	45.07187508
760	44.9414007
761	44.87483195
762	44.75616744
763	44.67096625
764	44.62614466
765	44.61554689
766	44.54390728
767	44.49288525
768	44.43825889
769	44.34644973
770	44.23940243
771	44.2096529
772	44.1057674
773	43.96493181
774	43.9151568
775	43.90506517
776	43.83724134
777	43.78153574
778	43.74579453
779	43.71156911
780	43.64153937
781	43.63381893
782	43.62725582
783	43.57713734
784	43.48682931
785	43.42398015
786	43.3588673
787	43.32907362
788	43.29108782
789	43.24502126
790	43.18780655
791	43.08464311
792	43.00896869
793	42.89324453
794	42.85086461
795	42.84125357
796	42.67897936
797	42.56998609
798	42.49684898
799	42.45581081
800	42.38469425
801	42.32103839
802	42.31778939
803	42.31392763
804	42.22007193
805	42.21050439
806	42.1479112
807	42.1439715
808	42.08413859
809	42.00631261
810	41.9600595
811	41.95391904
812	41.94561104
813	41.82583462
814	41.81552413
815	41.80636949
816	41.79732487
817	41.75025148
818	41.7464569
819	41.64660879
820	41.64286306
821	41.56051469
822	41.52457061
823	41.52085393
824	41.35593963
825	41.32532192
826	41.22325695
827	41.19906008
828	41.08447191
829	41.00488539
830	40.86762457
831	40.85881421
832	40.82756405
833	40.82454487
834	40.78431247
835	40.773754
836	40.67626569
837	40.6371762
838	40.62798677
839	40.56107369
840	40.55025531
841	40.48831438
842	40.40025932
843	40.35979463
844	40.32542907
845	40.32300002
846	40.28681274
847	40.24022521
848	40.21453688
849	40.14674487
850	40.02803806
851	39.99314836
852	39.98982695
853	39.96699749
854	39.87860595
855	39.85930298
856	39.85460846
857	39.79375614
858	39.78867409
859	39.78584453
860	39.73461497
861	39.68524009
862	39.67690177
863	39.58426284
864	39.5764935
865	39.51737866
866	39.50852379
867	39.42548854
868	39.39065409
869	39.32060183
870	39.31243466
871	39.30436296
872	39.28211833
873	39.22997874
874	39.2190587
875	39.20884189
876	39.20535739
877	39.15973915
878	39.11427997
879	38.99702819
880	38.96247713
881	38.95373139
882	38.88989108
883	38.85297092
884	38.77428745
885	38.66956046
886	38.64423879
887	38.5601264
888	38.50026441
889	38.48823715
890	38.48569677
891	38.41690404
892	38.38419854
893	38.38096253
894	38.37384112
895	38.27361904
896	38.24046869
897	38.22883445
898	38.13241872
899	38.11127777
900	38.06783999
901	38.06054135
902	38.04232566
903	37.9548817
904	37.92247962
905	37.89963289
906	37.80250311
907	37.72504458
908	37.70662517
909	37.69712684
910	37.66803145
911	37.63658782
912	37.60349003
913	37.51947877
914	37.51730932
915	37.49501658
916	37.4239212
917	37.33300994
918	37.33127012
919	37.2722714
920	37.21172437
921	37.18460907
922	37.10742079
923	37.07674723
924	37.06115386
925	37.02113192
926	37.01418002
927	37.00574833
928	36.99905195
929	36.96280113
930	36.89589786
931	36.82499129
932	36.7428075
933	36.68290376
934	36.67624008
935	36.66843435
936	36.62714527
937	36.54951084
938	36.47289843
939	36.4591805
940	36.4195397
941	36.41713887
942	36.38387993
943	36.35349865
944	36.35058255
945	36.34488335
946	36.33963654
947	36.33690616
948	36.334631
949	36.3271524
950	36.30967325
951	36.25531568
952	36.23942959
953	36.17164898
954	36.16316878
955	36.15571722
956	36.12902533
957	36.08041173
958	36.0510514
959	36.01505129
960	36.0025368
961	35.97401764
962	35.92741423
963	35.85625558
964	35.8534673
965	35.80105137
966	35.76412281
967	35.69493537
968	35.68773277
969	35.64913352
970	35.63341323
971	35.58542251
972	35.57321957
973	35.53473586
974	35.49039409
975	35.45622803
976	35.39814298
977	35.35579293
978	35.3536935
979	35.29453286
980	35.27270896
981	35.26552824
982	35.25907546
983	35.23170428
984	35.20446473
985	35.16202116
986	35.15232198
987	35.10479915
988	35.00731988
989	34.98238239
990	34.96733486
991	34.90912604
992	34.89325104
993	34.84959354
994	34.83555164
995	34.77226655
996	34.71981868
997	34.69816812
998	34.69439799
999	34.68071446
